"facility_id","country","year","ruralurban","publicprivate","m0s0q0","facility_level","transport_central_a","transport_central_hr","transport_central_mn","hours_opt_mn","num_outpatient","has_inpatient","num_inpatient","beds_total","has_births","has_maternity_a","has_maternity_b","has_antibiotics","has_ocytocics","has_anticonvuls","has_placenta","has_poc","has_delivery","has_resusc","has_bloodtrans","has_csection","num_births","transfers_csection","power_a","power_b","power_d","power_c","power_e","power_f","power_g","power_h","power_i","water_a","water_b","water_c","water_d","water_e","water_f","water_g","toilet_opt_a","toilet_opt_d","toilet_opt_e","toilet_ipt_a","toilet_ipt_d","toilet_ipt_e","toilet_disabled","handwashing","sharps_a","sharps_b","sharps_c","sharps_d","sharps_e","sharps_f","sharps_g","sharps_h","sharps_i","sharps_j","sharps_k","sharps_l","sharps_m","sharps_n","sharps_inspected","waste_a","waste_b","waste_c","waste_d","waste_e","waste_f","waste_g","waste_h","waste_i","waste_j","waste_k","waste_l","waste_m","waste_n","incinerator_works","incinerator_power","waste_inspected","waste_guidelines","waste_training","phone_a","phone_b","facmobile_a","facmobile_b","indmobile1_a","indmobile2_a","indmobile2_b","faccomputer_a","faccomputer_b","indcomputer_a","indcomputer_b","radio_a","radio_b","internet_a","internet_b","ambulance_a","ambulance_b","ambulance_c","ambulance_d","ambulance_e","ambulance_f","ambulance_g","ambulance_h","ambulance_i","adultscale_a","adultscale_b","adultscale_c","adultscale_d","thermometer_a","thermometer_b","thermometer_c","thermometer_d","childscale_a","childscale_b","childscale_c","childscale_d","stethoscope_a","stethoscope_b","stethoscope_c","stethoscope_d","infantscale_a","infantscale_b","infantscale_c","infantscale_d","sphgmeter_a","sphgmeter_b","sphgmeter_c","sphgmeter_d","bagmask_a","bagmask_b","bagmask_c","bagmask_d","airway_a","airway_b","airway_c","airway_d","autoclave_a","autoclave_b","autoclave_c","steamer_a","steamer_b","steamer_c","dryheat_a","dryheat_b","dryheat_c","nonelectric_a","nonelectric_b","nonelectric_c","incinerator_a","incinerator_b","incinerator_c","amoxicillin1_a","amoxicillin1_b","ceftriaxone_a","ceftriaxone_b","ciproflox_a","ciproflox_b","diclofenac_a","diclofenac_b","atenolol_a","atenolol_b","captopril_a","captopril_b","simvastatin_a","simvastatin_b","glibenclam_a","glibenclam_b","hypoglycemic_a","hypoglycemic_b","insulin_a","insulin_b","salbutamol_a","salbutamol_b","omeprazole_a","omeprazole_b","diazepam1a_a","diazepam1a_b","amitriptyline_a","amitriptyline_b","rifampicin_a","rifampicin_b","isoniazid_a","isoniazid_b","pyrazinam_a","pyrazinam_b","ethambutol_a","ethambutol_b","oxytocin_a","oxytocin_b","calgluc_a","calgluc_b","magsulf_a","magsulf_b","nacl_a","nacl_b","misoprostol_a","misoprostol_b","ampicillin_a","ampicillin_b","gentamycin_a","gentamycin_b","metronidazole_a","metronidazole_b","azithromycin_a","azithromycin_b","cefixime_a","cefixime_b","benzathine_a","benzathine_b","methasone_a","methasone_b","nifedipine2_a","nifedipine2_b","contraceptive_a","contraceptive_b","depo_a","depo_b","irona_a","irona_b","ironfolic_a","ironfolic_b","folic_a","folic_b","fansidar_a","fansidar_b","paracetamol3_a","paracetamol3_b","morphine_a","morphine_b","amoxicillin3_a","amoxicillin3_b","cotrimoxazole3_a","cotrimoxazole3_b","benzylpenicillin_a","benzylpenicillin_b","ors_a","ors_b","vitamina_a","vitamina_b","zinctabs_a","zinctabs_b","act_a","act_b","artesunate_a","artesunate_b","albendazole_a","albendazole_b","mebendazole_a","mebendazole_b","treat_guidelines","treat_observed","has_gloves","has_mcondoms","has_fcondoms","rdt_a","hivtest_a","glucometer_a","tbtest_a","has_bednet","has_tapemeasure","has_length","does_vaccines","vaccine_store1","has_fridge","fridge_temp","fridge_tempmon","fridge_power","measles_vac","polio_vac","dpt_vac","pentavalent_vac","pneumococ_vac","bcg_vac","hepb_vac","tetanus_vac","has_dispsyringe","has_vaccarrier","has_autosyringe","has_icepacks","has_sharps","vaccine_store2","final_wt","ipw","abs_prob","abs_wt","vign_prob","vign_wt","has_weights","has_facility"
"42","TANZANIA",2014,1,1,1,3,1,1,0,0,2,0,,,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,1,,,,,0,30,6,2,1,1,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,,,1,2,0,0,,2,2,0,0,,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,6,,6,,6,,6,,5,,6,,5,,5,,1,1,5,,6,,6,,6,,6,,1,1,1,1,5,,1,1,5,,5,,1,1,6,,1,1,6,,4,,5,,6,,1,1,4,,1,1,1,1,1,1,1,1,1,1,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,1,1,5,,1,1,1,1,0,1,1,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,41.2869033813477,41.2869033813477,1,41.2869033813477,1,41.2869033813477,1,1
"420","TANZANIA",2014,1,1,1,3,1,2,0,0,3,0,,,1,1,1,1,1,0,1,1,1,1,0,0,1,0,2,0,,,,1,,,,1,,,,,2,0,6,2,1,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,,1,0,1,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,0,,,,2,2,,,2,2,,,2,2,,,2,0,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,4,,5,,4,,4,,5,,5,,5,,6,,6,,6,,5,,4,,5,,4,,4,,4,,4,,4,,1,1,5,,5,,1,1,5,,5,,5,,5,,5,,5,,4,,4,,5,,4,,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,4,,4,,1,1,4,,1,1,5,,4,,4,,1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,5,2,5,1,1,1,1,1,1,2,1,2,2,2,2,2,0,14.583888053894,14.583888053894,1,14.583888053894,0.333333343267441,43.7516632080078,1,1
"421","TANZANIA",2014,1,1,1,3,1,4,0,0,2,0,,,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,,,,,,,,,1,,,,,2,0,6,3,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,,2,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,1,0,0,0,1,0,0,1,0,,,,2,2,,,2,2,,,2,2,,,2,0,,,2,0,,,2,2,,,2,2,,,0,,,0,,,0,,,2,0,,,,,4,,1,1,4,,4,,5,,6,,5,,6,,5,,6,,5,,5,,4,,5,,6,,6,,6,,6,,1,1,4,,5,,1,1,4,,5,,5,,5,,5,,5,,1,1,5,,5,,1,1,1,1,4,,1,1,1,1,1,1,1,1,6,,4,,1,1,1,1,4,,1,1,4,,1,1,5,,4,,4,,1,1,1,0,0,1,0,0,0,0,1,0,1,1,3,5,2,5,1,1,1,1,1,1,2,1,2,2,1,2,2,0,16.5033226013184,16.5033226013184,1,16.5033226013184,0.5,33.0066452026367,1,1
"422","TANZANIA",2014,3,3,1,3,1,0,10,0,4,0,,,0,,,,,,,,,,,,,0,1,,,,,,,,,6,0,,,,0,7,6,2,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2,2,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,2,2,,0,,,0,,,0,,,,,,1,1,5,,1,1,5,,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,4,,4,,1,2,5,,5,,1,1,5,,5,,5,,5,,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,29.989709854126,29.989709854126,1,29.989709854126,0.5,59.979419708252,1,1
"423","TANZANIA",2014,2,1,1,1,4,0,5,0,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,1,12,0,5,3,5,,,3,1,0,0,7,0,5,9,2,1,9,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,3,2,1,2,2,0,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,0,,,2,2,,0,,,,,,4,,4,,4,,4,,1,1,4,,5,,5,,1,1,4,,5,,4,,4,,1,1,1,1,1,1,1,1,1,1,4,,5,,1,1,4,,4,,4,,4,,4,,4,,5,,4,,4,,4,,1,1,1,1,1,1,1,1,1,1,4,,4,,1,1,4,,1,1,4,,1,1,4,,4,,4,,4,,1,1,4,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,5.55555534362793,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,2.75653839111328,2.75653839111328,0.0684931501746178,40.2454605102539,0.0843749269843102,32.6701126098633,1,1
"424","TANZANIA",2014,1,1,1,3,1,0,45,0,1,0,,,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,,,,,,,,,8,1,48,0,2,0,20,4,2,1,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,,3,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,1,1,0,0,0,8,2,2,,,0,,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,0,,,0,,,2,2,,,,,1,1,1,1,4,,4,,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,5,,5,,5,,5,,1,1,5,,5,,1,1,5,,5,,1,1,5,,1,1,5,,4,,5,,5,,1,1,4,,1,1,1,1,1,1,1,1,1,1,5,,4,,1,1,4,,4,,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,3,7.77777767181396,2,5,1,1,1,1,1,1,1,1,2,2,2,2,2,0,14.8922967910767,14.8922967910767,1,14.8922967910767,0.333333343267441,44.6768913269043,1,1
"425","TANZANIA",2014,1,1,1,2,1,0,30,0,3,1,2,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,2,1,48,0,4,3,,,,3,1,24,0,4,0,2,4,2,1,9,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,,3,2,0,0,,0,,0,2,2,2,2,0,,0,,0,,1,1,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,2,2,,0,,,0,,,,,,4,,4,,4,,4,,5,,5,,5,,5,,5,,5,,5,,4,,4,,1,1,1,1,1,1,1,1,1,1,1,1,5,,4,,1,1,5,,4,,1,1,4,,4,,5,,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,4,,1,1,1,1,1,1,4,,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,8.33333301544189,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,8.1327018737793,8.1327018737793,0.588235318660736,13.8255929946899,0.5,16.2654037475586,1,1
"426","TANZANIA",2014,1,1,1,3,1,3,0,0,2,0,,,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,1,,,,,1,0,5,3,0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,,,1,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,1,0,0,0,1,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,1,1,,,1,1,,,1,1,,1,1,,1,1,,1,1,,,,,4,,1,1,1,1,4,,5,,5,,5,,5,,5,,5,,5,,5,,1,1,4,,4,,4,,4,,4,,4,,5,,5,,1,1,4,,4,,5,,5,,5,,5,,1,1,5,,5,,1,1,4,,1,1,1,1,4,,1,1,1,1,5,,4,,1,1,1,1,4,,4,,4,,1,1,5,,1,1,4,,1,1,1,1,0,1,0,0,0,0,1,0,1,1,3,3.88888883590698,1,5,1,1,1,1,1,1,5,1,1,2,0,2,2,0,5.31621074676514,5.31621074676514,1,5.31621074676514,0.666666686534882,7.97431612014771,1,1
"427","TANZANIA",2014,2,3,1,3,1,0,10,0,1,0,,,0,,,,,,,,,,,,,0,2,1,12,0,2,1,,,,2,1,12,0,4,0,20,9,2,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,2,0,0,,0,,2,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,0,,,,0,,,0,,,2,2,,0,,,,,,4,,1,1,4,,4,,5,,5,,5,,5,,5,,5,,4,,4,,4,,5,,5,,5,,5,,5,,5,,5,,5,,4,,5,,4,,1,1,5,,1,1,5,,4,,4,,5,,5,,5,,1,1,1,1,1,1,4,,4,,5,,4,,1,1,4,,1,1,5,,4,,1,1,1,1,4,,4,,1,1,1,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,11.4349746704102,11.4349746704102,1,11.4349746704102,0.5,22.8699493408203,1,1
"428","TANZANIA",2014,2,1,1,1,2,0,5,0,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,48,0,4,3,,,,3,1,18,0,7,0,5,9,2,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,2,0,0,,2,2,2,2,2,2,2,2,2,0,,0,,1,0,0,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,0,,,0,,,0,,,,,,1,1,1,1,1,1,4,,4,,4,,5,,1,1,1,1,1,1,4,,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,4,,4,,4,,4,,4,,5,,1,1,4,,4,,1,1,1,1,1,1,1,1,1,1,4,,1,1,5,,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,5.78949451446533,5.78949451446533,0.0892857164144516,64.8423385620117,0.0824915543198586,70.1828765869141,1,1
"429","TANZANIA",2014,2,5,1,,1,0,5,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,12,0,4,3,,,,3,1,3,0,1,0,1,10,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,2,0,,2,2,1,0,1,0,0,0,0,1,2,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,2,2,,2,2,,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,4,,5,,1,1,1,1,1,1,4,,1,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,5.55555534362793,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,2.22348308563232,2.22348308563232,0.3125,7.11514616012573,0.75,2.96464419364929,1,1
"43","TANZANIA",2014,1,1,1,3,2,2,0,0,2,0,,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,3,0,0,1,1,1,1,2,0,,,,0,5,10,2,1,1,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,2,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,0,,,,2,2,,0,,,0,,,0,,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,5,,5,,1,1,5,,5,,1,1,5,,4,,1,1,5,,5,,5,,1,1,5,,5,,1,1,1,1,5,,1,1,1,1,4,,1,1,5,,1,1,1,1,1,1,1,1,1,1,4,,1,1,5,,1,1,4,,1,1,1,1,0,1,1,0,0,0,1,0,1,1,3,8.88888931274414,2,5,1,1,5,1,1,1,5,1,2,2,2,2,2,0,44.4113311767578,44.4113311767578,1,44.4113311767578,1,44.4113311767578,1,1
"430","TANZANIA",2014,2,5,1,3,1,0,5,0,5,0,,,0,,,,,,,,,,,,,0,2,1,12,0,1,5,,,,3,0,,,,0,1,10,1,1,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,0,,2,2,2,2,2,0,,0,,0,,0,,0,1,1,0,0,0,0,1,2,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,,0,,,,0,,,0,,,2,2,,2,2,,,,,1,1,1,1,1,1,1,1,4,,1,1,4,,1,1,1,1,5,,4,,1,1,1,1,5,,4,,4,,4,,4,,5,,5,,5,,1,1,5,,4,,1,1,1,1,1,1,4,,1,1,5,,1,1,5,,5,,4,,4,,4,,1,1,1,1,5,,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,4.21782779693604,4.21782779693604,1,4.21782779693604,0.333333343267441,12.6534833908081,1,1
"431","TANZANIA",2014,1,3,1,3,1,3,0,0,1,1,2,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,5,1,2,0,2,1,1,1,1,13,0,,,,1,0,3,3,1,6,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,1,1,0,0,,0,,0,2,0,0,,0,,0,,0,,0,0,0,0,0,1,0,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,1,1,4,,5,,4,,4,,4,,4,,5,,4,,5,,1,1,1,1,1,1,1,1,1,1,5,,4,,5,,5,,5,,4,,5,,4,,5,,1,1,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,4,,5,,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,1,1,,1,1,0,1,1,1,0,0,1,1,1,1,3,13.8888893127441,0,5,1,1,2,1,1,1,2,1,2,2,2,2,2,0,15.425196647644,15.425196647644,1,15.425196647644,1,15.425196647644,1,1
"432","TANZANIA",2014,1,1,1,3,1,3,0,0,5,0,,,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,,,,,,,,,13,0,,,,0,30,3,2,0,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,3,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,1,0,1,1,1,0,0,1,2,2,,,0,,,,2,2,,,2,2,,,0,,,,2,2,,,2,2,,,0,,,,0,,,0,,,0,,,2,2,,,,,4,,5,,5,,4,,5,,5,,5,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,5,,1,1,1,1,4,,1,1,5,,5,,5,,4,,5,,5,,5,,5,,5,,1,1,5,,1,1,1,1,4,,4,,1,1,5,,1,1,5,,5,,4,,1,1,4,,4,,5,,4,,4,,1,1,1,1,0,1,0,0,0,0,1,0,1,1,3,8.88888931274414,0,5,1,2,1,1,1,1,1,1,0,2,2,2,2,0,6.4110689163208,6.4110689163208,1,6.4110689163208,0.333333343267441,19.2332077026367,1,1
"434","TANZANIA",2014,1,1,1,3,1,5,0,0,3,0,,,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,,,,,,,,,8,0,,,,0,30,6,2,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,,3,0,1,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,1,0,0,,,2,0,,,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,,0,,,0,,,0,,,2,2,,,,,4,,5,,4,,4,,4,,4,,5,,5,,5,,5,,5,,5,,4,,5,,1,1,1,1,1,1,1,1,1,1,5,,1,1,4,,5,,4,,5,,4,,5,,5,,1,1,5,,4,,1,1,1,1,1,1,1,1,1,1,1,1,4,,4,,1,1,1,1,1,1,4,,1,1,5,,1,1,5,,4,,4,,1,1,1,0,0,1,1,0,0,0,1,0,1,1,3,3.88888883590698,2,5,1,4,1,1,1,1,1,1,0,2,0,0,2,0,6.87980842590332,6.87980842590332,1,6.87980842590332,0.5,13.7596168518066,1,1
"435","TANZANIA",2014,1,1,1,3,2,0,45,0,1,0,,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,,,,,,,,,6,0,,,,1,0,3,2,0,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,2,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,0,1,0,,,0,,,,0,,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,0,,,0,,,0,,,0,,,,,,4,,4,,4,,4,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,1,1,5,,5,,5,,5,,5,,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,1,1,1,1,4,,5,,4,,1,1,4,,4,,1,1,5,,1,1,5,,4,,4,,1,1,1,1,0,1,1,0,0,0,1,1,1,1,3,9.44444465637207,2,5,1,1,1,1,1,1,1,1,1,2,2,2,2,0,6.99532794952393,6.99532794952393,1,6.99532794952393,0.333333343267441,20.9859848022461,1,1
"436","TANZANIA",2014,2,3,1,3,1,0,5,0,2,0,,,0,,,,,,,,,,,,,0,2,1,24,0,9,3,5,,,4,0,,,,0,5,9,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,2,2,0,,2,0,,0,,0,,0,,0,,0,1,1,0,0,0,0,1,1,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,0,,,,0,,,2,2,,2,2,,0,,,,,,1,1,1,1,1,1,4,,4,,1,1,5,,1,1,1,1,5,,1,1,1,1,1,1,5,,3,1,3,1,3,1,3,1,5,,5,,5,,1,1,5,,4,,1,1,1,1,4,,5,,1,1,5,,1,1,5,,5,,1,1,1,1,1,1,1,1,1,1,5,,1,1,1,1,1,1,1,1,4,,1,1,1,1,4,,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1.7485089302063,1.7485089302063,1,1.7485089302063,0.333333343267441,5.2455267906189,1,1
"437","TANZANIA",2014,1,1,1,3,1,2,0,0,1,0,,,1,0,1,1,1,0,1,1,0,0,0,0,1,1,5,1,5,0,2,1,,,,7,1,2,0,4,0,5,4,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,0,0,0,1,0,0,,,2,2,,,0,,,,2,2,,,2,0,,,0,,,,2,0,,,0,,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,5,,5,,4,,4,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,5,,5,,1,2,5,,5,,1,1,5,,2,1,1,1,1,1,5,,1,1,4,,1,1,1,1,5,,1,1,1,1,1,1,4,,1,1,5,,1,1,5,,4,,5,,1,1,1,0,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,7.90068387985229,7.90068387985229,1,7.90068387985229,0.333333343267441,23.7020511627197,1,1
"438","TANZANIA",2014,1,1,1,3,1,1,0,30,3,0,,,1,1,1,1,1,0,1,0,0,1,0,0,1,1,5,0,,,,3,,,,13,0,,,,0,10,2,,,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,1,0,0,0,,0,,0,2,2,0,,0,,0,,0,,0,1,0,1,1,1,0,1,1,2,2,,,0,,,,2,2,,,2,2,,,0,,,,2,2,,,2,2,,,0,,,,0,,,0,,,0,,,2,2,,,,,4,,1,1,4,,4,,5,,5,,5,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,5,,4,,5,,5,,4,,5,,5,,5,,5,,5,,5,,1,1,5,,5,,1,1,4,,4,,4,,4,,1,1,4,,5,,4,,1,1,1,1,4,,5,,4,,1,1,5,,4,,1,1,0,,1,0,0,1,1,0,0,0,1,1,1,1,3,3.88888883590698,2,5,1,1,1,1,1,1,1,1,1,0,2,0,2,0,10.2495851516724,10.2495851516724,1,10.2495851516724,0.333333343267441,30.7487564086914,1,1
"439","TANZANIA",2014,3,1,1,3,1,1,30,0,3,0,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5,0,,,,1,,,,1,,,,,1,0,2,,,2,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,3,0,0,0,,0,,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,,,2,2,,,2,2,,,2,2,,,2,2,,,0,,,,2,2,,,2,2,,,0,,,,0,,,0,,,0,,,2,2,,,,,1,1,1,1,1,1,1,1,5,,5,,5,,5,,5,,5,,1,2,5,,1,1,1,1,5,,5,,5,,5,,4,,5,,5,,5,,5,,5,,1,1,1,2,5,,5,,1,1,5,,5,,1,1,5,,1,1,1,1,1,1,4,,1,1,5,,1,1,1,1,1,1,4,,4,,4,,1,1,5,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,3,5,2,5,1,1,1,1,1,1,5,1,2,2,2,2,2,0,5.92852163314819,5.92852163314819,1,5.92852163314819,0.333333343267441,17.7855644226074,1,1
